x1,x2,y
-0.28848073418298315,-0.3590670744392097,-1.0
0.0266339220549916,0.880970393942553,-1.0
-0.5666362952443129,0.7819815042511997,-1.0
-0.07827508143451456,-0.572104526570786,-1.0
0.6221323231119835,0.7655242032252323,-1.0
-0.23360971422508925,0.9888837438347489,-1.0
-0.7549147519078594,-0.4022295918895227,-1.0
-0.22181828205170295,-0.5852135624896024,-1.0
0.44352999341928157,0.10700986152313341,-1.0
-0.541632794105241,0.9009285391284036,-1.0
-0.8741231661218933,0.25957399727101094,-1.0
0.02219754383893724,-0.10535551126213893,1.0
0.48601015597344177,0.5078031318365341,-1.0
0.35715542769237896,0.2514708115322053,-1.0
0.2203830209151283,0.9339933754287977,-1.0
-0.8149628033420815,-0.9308800398578563,-1.0
-0.28054386537129306,0.5003272868369764,-1.0
-0.10210127138376524,0.5405571271410701,-1.0
0.06629001879748508,0.772966981988753,-1.0
-0.0019299504094614228,0.4991768530133749,-1.0
-0.031145340136236266,0.4488040399973201,-1.0
0.714796105382338,0.18200449674518682,-1.0
-0.24698402553990206,0.6927519696542732,-1.0
-0.4094873760841684,0.9427092897378542,-1.0
-0.22145762646798173,0.7079459058676352,-1.0
0.3781915853082001,0.8415745934358669,-1.0
0.3332680041927074,0.3968209124855173,-1.0
-0.04887512927871818,-0.9440983788025832,-1.0
-0.7603319109574043,0.7259003803373698,-1.0
-0.29262254166239954,0.36795903456746637,-1.0
0.960581156558354,-0.15296376255098254,-1.0
0.7575807133132355,-0.6384694739780055,-1.0
0.6570628600431407,0.04305713539030864,-1.0
0.3950941184211787,0.25252897608647107,-1.0
-0.628811412474461,-0.24841320506870979,-1.0
-0.7147354992957735,0.9275635489515874,-1.0
-0.014301351840956045,-0.9118031044904553,-1.0
0.6300912117925195,-0.3665527246643905,-1.0
0.1309788553992577,-0.007379315408208242,1.0
-0.10657968592648848,-0.4971470257827457,-1.0
-0.9920563774408457,-0.4458059434095061,-1.0
0.33418530397196866,-0.06110485389770082,-1.0
-0.2729296645638528,0.1287179736821411,-1.0
0.13189103003468317,0.7878009548727407,-1.0
-0.2786514587067974,0.8179773621933308,-1.0
0.9727390870806487,-0.22124281045808925,-1.0
-0.18700611990836902,0.5151332911457258,-1.0
0.08304073215394125,-0.7013272765934655,-1.0
-0.47662099695627935,-0.6111244067097132,-1.0
-0.40166926013124216,-0.5042835500273477,-1.0
-0.5225026352878328,-0.4543389937609541,-1.0
0.07567807059110465,-0.09818890355508625,1.0
0.6671953639034305,-0.48804376425488893,-1.0
0.9002738278133502,-0.23640387305318966,-1.0
-0.8237269950162227,-0.7465987386566684,-1.0
0.8555116235190834,-0.09917202726411811,-1.0
-0.8161224038801942,-0.8328301634792257,-1.0
0.09985074281195527,0.6040033050600364,-1.0
0.46587342003148,-0.5240693243116941,-1.0
-0.7428399569869004,0.24315580980847407,-1.0
-0.20240812362525573,0.5777124264911788,-1.0
0.11931867694121823,0.40817409233271285,-1.0
-0.011594285427182882,-0.32629421413074877,-1.0
-0.42427142284012964,0.02654365276855075,-1.0
-0.4866708188098048,-0.9806888836541707,-1.0
-0.5281489682204679,-0.23759402732009605,-1.0
-0.4600651747658475,-0.17860982877953946,-1.0
0.31805752727143277,0.30264820179844953,-1.0
-0.24133229435424375,0.7601815649053505,-1.0
-0.9013957960956995,0.09725690465367087,-1.0
-0.37438190479000877,-0.950883165173539,-1.0
0.9721478581104355,0.339610082831344,-1.0
-0.5295140090429351,0.29750527023638806,-1.0
0.8079658690642597,0.7976426196627591,-1.0
-0.6267916222290533,0.3379747850357593,-1.0
0.8312593443301299,-0.40264734670800784,-1.0
0.37779060089209127,0.6043131864892632,-1.0
0.5878528176976185,-0.9023917835317645,-1.0
-0.5756843664038862,-0.5357320207181493,-1.0
-0.0013144802470543837,-0.7801033612697763,-1.0
-0.9074858061407418,-0.26120916885332757,-1.0
-0.7946634697557882,-0.35357929448341663,-1.0
-0.7283691552574341,-0.5321777381074799,-1.0
-0.4395461166104053,-0.800592013486785,-1.0
0.9818872186784491,-0.5827615144684215,-1.0
-0.35624767020231407,0.8219198265412608,-1.0
-0.9284846037530097,-0.7355222677026909,-1.0
0.5763786432098053,0.13230495570179457,-1.0
-0.884026644970314,-0.2050085423264052,-1.0
0.09646824975101631,0.9144370267368487,-1.0
-0.3413277542717177,-0.09611158424687494,-1.0
-0.7009693938415844,0.1344070446053145,-1.0
-0.8223623886758831,0.34371417774386703,-1.0
0.5431727685504735,-0.7599846372021992,-1.0
0.6031803451531741,-0.7838332005807944,-1.0
-0.5018876939494437,0.9974192287483503,-1.0
